Jmag	Hmag	Ksmag	3.6mag	4.5mag	5.8mag	8.0mag	24mag	AKs	alpha	Cl
12.26	11.45	10.93	 9.83	 9.42	 9.01	 8.42	 6.17	 0.00	-1.22	II
     	     	     	14.99	14.58	14.31	13.66	     	     	-1.35	II
13.59	12.37	11.84	11.04	10.70	10.34	 9.79	 6.80	 0.61	-1.39	II
15.91	14.79	14.30	13.76	13.40	12.93	12.24	     	 0.50	-1.07	II
14.17	13.08	12.47	11.64	11.30	11.04	10.34	 7.25	 0.34	-1.37	II
13.80	12.94	12.55	12.10	11.85	11.49	10.76	 8.00	 0.17	-1.29	II
13.50	12.42	11.73	11.12	10.72	10.46	 9.75	 7.27	 0.25	-1.30	II
14.87	14.09	13.68	13.14	12.91	12.60	12.16	     	 0.04	-1.70	II
13.57	12.52	11.96	11.37	10.95	10.66	 9.99	     	 0.32	-1.29	II
16.36	15.12	14.43	13.50	12.97	12.67	12.14	 9.06	 0.52	-1.32	II
     	14.19	13.58	12.96	12.67	12.43	11.86	     	 0.20	-1.59	II
14.93	14.06	13.65	12.73	12.31	11.92	11.34	 8.39	 0.16	-1.24	II
     	     	     	14.31	13.68	13.31	12.81	 9.93	     	-1.16	II
     	     	     	15.29	14.56	14.12	13.46	     	     	-0.78	II
17.00	15.71	     	14.61	14.26	13.85	13.35	     	     	-1.37	II
14.99	14.11	13.67	13.42	13.14	13.00	12.43	     	 0.17	-1.74	II
16.75	15.52	14.45	12.68	12.00	11.42	10.67	 6.05	 0.13	-0.53	II
     	     	     	15.08	14.56	14.20	13.35	     	     	-0.90	II
     	     	     	14.25	13.49	12.82	11.61	     	     	 0.15	II
16.10	15.06	14.69	13.95	13.51	13.33	12.62	     	 0.46	-1.36	II
     	     	     	15.21	14.60	14.06	13.43	     	     	-0.80	II
14.95	13.90	13.39	12.64	12.20	11.82	11.09	     	 0.36	-1.07	II
15.90	14.94	14.51	13.83	13.44	13.17	12.42	     	 0.32	-1.26	II
12.98	12.02	11.52	10.85	10.54	10.24	 9.58	 5.60	 0.23	-1.38	II
16.53	14.38	12.59	10.59	 9.88	 9.28	 8.59	     	 0.93	-0.55	II
13.63	11.98	10.77	 9.37	 8.77	 8.36	 7.75	     	 0.68	-1.01	II
14.09	13.05	12.50	11.93	11.62	11.34	10.41	     	 0.30	-1.12	II
     	15.99	14.79	13.85	13.56	13.23	12.72	     	 1.64	-1.53	II
15.22	13.48	12.43	11.37	10.84	10.44	 9.44	     	 0.96	-0.66	II
     	     	     	14.09	13.57	13.09	12.24	     	     	-0.72	II
15.43	     	     	11.53	11.05	10.58	 9.84	     	     	-0.90	II
14.29	12.69	11.69	10.69	10.15	 9.81	 8.87	     	 0.79	-0.80	II
15.17	14.08	13.52	12.91	12.61	12.30	11.74	     	 0.40	-1.50	II
13.50	12.30	11.73	10.92	10.32	 9.52	 8.28	     	 0.57	 0.21	II
     	15.10	14.33	13.53	13.15	12.79	12.06	     	 0.31	-1.15	II
11.27	10.07	 8.62	 6.32	 5.55	 4.83	 3.68	 1.30	 0.00	 0.17	II
     	15.67	13.70	11.28	10.32	 9.63	 8.95	     	 1.35	-0.20	II
     	15.57	13.77	10.78	10.05	 9.37	 8.67	     	 1.68	-0.40	II
15.97	14.00	12.95	11.37	10.79	10.21	 9.31	     	 1.33	-0.47	II
15.90	14.66	14.06	13.18	12.73	12.38	     	     	 0.59	     	II
14.87	13.40	12.75	12.08	11.67	11.23	10.40	     	 0.89	-0.91	II
16.96	15.13	14.26	13.36	12.97	12.75	12.26	     	 1.27	-1.61	II
15.39	13.26	12.10	10.73	10.09	 9.52	 8.76	     	 1.50	-0.58	II
     	15.38	13.01	10.87	 9.93	 9.23	 8.66	     	 2.38	-0.32	II
15.32	13.84	13.18	11.96	11.52	10.88	     	     	 0.90	     	II
     	     	     	11.84	10.40	 9.73	 8.84	     	     	 0.47	II
     	13.19	10.73	 8.53	 7.69	 7.10	 6.58	     	 2.91	-0.63	II
13.61	11.11	 9.33	 7.47	 6.77	 6.17	 5.28	     	 1.50	-0.34	II
     	14.92	12.98	11.16	10.37	 9.76	 9.03	     	 1.83	-0.42	II
16.80	15.08	14.09	12.90	12.42	12.12	11.61	     	 0.99	-1.38	II
13.97	13.03	12.56	12.27	11.98	11.73	11.14	     	 0.22	-1.56	II
     	15.51	13.57	11.92	11.20	 9.92	     	     	 2.04	     	II
16.89	14.63	13.20	11.88	11.25	10.87	10.22	     	 1.44	-0.97	II
16.48	15.07	14.09	13.21	12.90	     	     	     	 0.50	     	II
     	     	14.53	12.65	11.95	11.42	10.71	     	     	-0.64	II
16.00	13.85	12.32	10.78	10.13	 9.73	 9.14	 6.30	 1.18	-0.99	II
     	16.20	15.00	14.03	13.62	13.12	11.98	     	 1.25	-0.49	II
15.60	13.54	12.42	11.38	10.95	10.58	 9.86	     	 1.41	-1.11	II
     	14.39	12.78	11.10	10.45	 9.83	 9.22	     	 1.48	-0.68	II
     	     	     	13.09	11.91	11.25	10.62	     	     	-0.08	II
     	     	13.71	10.73	 9.62	 9.11	 8.73	     	     	-0.63	II
     	     	15.04	13.54	12.97	12.48	12.01	     	     	-1.08	II
     	15.38	14.03	12.47	11.81	11.15	10.16	     	 0.82	-0.19	II
     	     	     	15.02	14.19	13.65	13.23	     	     	-0.82	II
13.31	11.73	10.74	10.05	 9.66	 9.26	 8.35	 5.06	 0.77	-0.90	II
16.74	14.75	13.68	12.71	12.34	11.83	11.05	     	 1.37	-0.90	II
     	15.50	13.54	11.94	11.25	10.77	10.42	     	 2.17	-1.11	II
     	     	13.92	12.59	11.99	11.45	10.82	     	     	-0.81	II
15.75	13.83	12.78	11.51	11.10	     	 9.83	     	 1.25	     	II
     	     	14.92	13.87	13.48	13.10	12.32	     	     	-1.06	II
15.56	13.49	12.55	11.83	11.45	11.09	10.53	     	 1.55	-1.35	II
     	     	14.93	13.90	13.32	12.87	11.96	     	     	-0.63	II
     	     	15.02	13.87	13.46	12.86	12.03	     	     	-0.69	II
15.21	14.15	13.58	12.87	12.47	11.94	11.21	 7.59	 0.33	-0.90	II
     	     	12.71	12.04	11.73	11.31	10.60	     	     	-1.17	II
15.48	14.62	14.12	13.44	13.05	12.57	11.77	     	 0.10	-0.91	II
     	     	14.98	13.21	12.28	11.69	11.15	     	     	-0.52	II
11.39	10.64	 9.73	 7.97	 7.42	 6.78	 5.25	 1.53	 0.00	 0.27	II
15.92	14.10	12.49	 9.91	 9.24	 8.72	 7.95	 5.31	 0.59	-0.62	II
12.96	11.82	11.23	10.19	 9.54	 8.84	 7.69	 3.95	 0.44	 0.03	II
     	     	     	14.24	13.70	13.05	12.67	     	     	-0.99	II
14.36	13.34	12.78	12.22	11.90	11.63	11.09	     	 0.27	-1.55	II
14.36	13.24	12.60	11.10	10.72	10.34	 9.85	     	 0.38	-1.39	II
15.51	13.14	11.63	10.08	 9.56	 9.03	 8.02	 4.49	 1.54	-0.48	II
13.99	13.11	12.80	12.57	12.39	12.18	11.34	     	 0.30	-1.44	II
15.38	14.46	13.83	13.54	13.30	12.91	12.34	     	 0.04	-1.44	II
     	16.28	14.99	13.80	13.00	12.38	11.28	     	 0.26	 0.01	II
12.54	11.45	10.82	 9.98	 9.52	 9.15	 8.41	 5.97	 0.33	-1.05	II
15.72	14.34	13.76	13.19	12.89	12.51	     	     	 0.82	     	II
     	15.51	13.61	11.58	10.82	10.25	 9.62	 6.74	 1.83	-0.61	II
14.74	13.97	13.53	13.04	12.80	12.50	11.85	 8.17	 0.00	-1.47	II
14.38	13.23	12.60	11.83	11.49	11.23	10.65	 7.57	 0.43	-1.51	II
14.27	13.21	12.70	12.07	11.67	11.26	10.56	 8.20	 0.39	-1.10	II
14.05	12.77	12.01	11.03	10.66	10.30	 9.74	 7.21	 0.52	-1.35	II
     	     	14.93	13.68	12.94	12.47	11.76	     	     	-0.67	II
16.52	15.91	15.33	14.68	14.25	14.01	13.41	     	 0.00	-1.42	II
16.33	15.28	14.24	12.96	12.46	12.23	11.89	 8.81	 0.00	-1.64	II*
15.23	14.12	13.70	13.33	13.15	12.96	12.38	 9.05	 0.54	-1.76	II*
12.52	11.90	11.51	11.33	11.26	11.10	10.74	 8.11	 0.00	-2.15	II*
     	15.51	14.29	12.94	11.76	11.64	11.46	 4.58	 0.00	-1.32	I*
     	     	     	12.00	10.24	 8.92	 7.55	 2.81	     	 2.21	I
     	     	14.96	13.27	12.43	11.62	10.61	 6.95	     	 0.21	I
     	     	     	14.20	12.77	11.91	11.03	 7.58	     	 0.71	I
     	     	     	 8.06	 6.34	 5.06	 4.02	     	     	 1.75	I
     	     	     	12.91	11.98	11.15	10.26	     	     	 0.19	I
     	     	     	12.59	11.22	10.33	 9.54	     	     	 0.59	I
     	     	     	13.61	12.34	11.57	10.61	     	     	 0.53	I
     	     	15.15	13.64	12.60	11.74	10.64	 6.62	     	 0.58	I
     	     	13.65	11.43	10.32	 9.40	 8.21	 3.36	     	 0.82	I
16.74	14.25	12.71	11.39	10.59	 9.71	 8.47	 4.75	 1.71	 0.53	I
13.34	12.22	11.57	10.92	10.55	10.27	 9.66	 7.21	 0.35	-1.42	II
15.83	15.02	14.58	14.15	13.68	13.30	12.95	     	 0.05	-1.47	II
     	16.05	14.45	12.88	11.96	11.33	10.73	 5.51	 0.61	-0.40	II
16.08	14.17	12.83	11.17	10.57	10.05	 9.45	 6.53	 0.97	-0.87	II
     	     	     	14.74	13.91	13.30	12.79	     	     	-0.62	II
     	     	     	14.40	13.96	13.53	13.19	     	     	-1.43	II
16.70	15.27	14.53	13.97	13.58	13.28	12.33	 9.44	 0.76	-1.00	II
     	     	     	13.12	12.14	11.61	11.10	 7.99	     	-0.58	II
15.70	14.39	13.79	12.74	12.36	11.95	11.03	 7.02	 0.69	-0.88	II
     	     	     	14.62	14.29	14.09	13.68	     	     	-1.78	II
15.32	13.55	12.54	11.47	10.91	10.46	 9.72	 5.73	 1.04	-0.85	II
     	15.78	     	14.54	14.26	14.03	13.56	     	     	-1.72	II
15.70	13.77	12.74	11.65	11.30	11.03	10.42	 5.26	 1.29	-1.45	II
14.28	12.27	10.79	 9.21	 8.58	 7.86	 6.65	 3.99	 1.01	 0.10	II
15.93	15.22	     	14.13	13.83	13.57	12.81	     	     	-1.34	II
14.02	12.50	11.49	10.39	10.03	 9.75	 9.07	 6.53	 0.64	-1.35	II
13.77	12.94	12.63	12.20	11.97	11.74	11.37	 9.07	 0.20	-1.88	II
11.36	10.76	10.18	 8.91	 8.47	 7.98	 7.06	 4.38	 0.00	-0.72	II
13.25	12.36	11.97	11.47	11.28	11.05	10.69	     	 0.22	-1.93	II
     	     	     	14.97	14.59	14.38	13.51	     	     	-1.22	II
13.21	12.19	11.56	11.00	10.65	10.31	 9.63	 7.14	 0.23	-1.27	II
14.73	13.70	13.15	12.57	12.24	11.86	10.82	 7.81	 0.29	-0.85	II
     	15.85	14.98	13.93	13.53	13.27	12.54	     	 0.50	-1.28	II
15.02	14.06	13.50	12.40	11.98	11.63	11.06	     	 0.19	-1.32	II
15.73	14.72	14.00	13.27	12.98	12.74	12.39	     	 0.11	-1.84	II
15.52	13.85	12.92	11.59	11.13	10.65	 9.90	     	 0.96	-0.89	II
11.68	10.71	10.02	 8.54	 7.94	 7.37	 6.30	 2.34	 0.07	-0.29	II
16.71	15.58	15.27	14.54	14.24	14.04	13.39	     	 0.56	-1.55	II
14.48	13.51	12.99	12.37	11.94	11.51	10.96	 9.20	 0.25	-1.22	II
14.57	12.97	11.75	10.40	 9.90	 9.40	 8.53	 5.85	 0.60	-0.70	II
15.86	14.18	12.97	11.75	11.27	10.85	10.01	 6.58	 0.73	-0.87	II
16.81	15.21	13.97	13.04	12.42	11.90	11.42	     	 0.59	-0.99	II
13.56	12.57	11.86	10.47	 9.98	 9.56	 8.74	 5.69	 0.10	-0.87	II
     	15.43	13.89	12.55	11.83	11.20	10.33	 7.61	 1.08	-0.30	II
     	14.84	13.04	11.38	10.58	 9.80	 8.95	 5.81	 1.44	-0.04	II
14.46	13.55	13.12	12.54	12.38	12.06	11.18	 7.94	 0.23	-1.27	II
15.72	13.71	12.44	10.71	10.19	 9.76	 9.08	 6.37	 1.20	-0.99	II
     	     	14.45	13.25	12.75	12.38	11.60	 7.81	     	-0.97	II
12.63	11.51	10.88	10.30	10.00	 9.65	 9.08	 6.05	 0.38	-1.42	II
13.73	12.92	12.64	12.47	12.39	12.28	12.01	 7.96	 0.20	-2.31	II*
15.74	14.29	13.53	12.23	11.91	11.70	11.47	 8.25	 0.77	-1.98	II*
12.21	11.48	11.30	11.16	11.09	10.88	10.44	 7.93	 0.15	-1.98	II*
     	     	     	     	13.42	     	11.45	 4.57	     	     	I*
     	     	     	15.36	14.03	13.06	12.10	 6.67	     	 0.85	I*
16.57	14.61	13.35	11.40	10.28	 9.27	 7.82	 3.86	 1.12	 1.25	I
15.20	12.87	11.15	10.68	 9.54	 8.56	 7.45	     	 1.29	 0.85	I
13.68	12.59	11.91	10.97	10.13	     	     	     	 0.28	     	I
     	     	     	13.73	12.42	11.38	10.39	 5.91	     	 0.96	I
16.04	13.79	12.50	11.08	10.34	 9.60	 8.64	 5.55	 1.57	-0.03	I
16.46	13.59	11.58	 9.71	 8.87	 8.13	 7.21	 3.58	 1.88	 0.01	I
     	     	     	14.99	14.57	14.08	13.39	     	     	-0.99	II
14.94	13.91	13.50	13.02	12.73	12.44	11.85	 8.44	 0.44	-1.51	II
16.75	14.42	13.41	12.14	11.55	11.00	10.24	 5.48	 1.82	-0.66	II
14.52	13.25	12.58	11.89	11.52	     	10.50	     	 0.57	     	II
13.46	12.21	11.46	10.35	 9.93	 9.51	 8.74	     	 0.48	-1.00	II
14.71	13.25	12.50	11.42	11.05	10.69	10.27	     	 0.80	-1.51	II
15.05	14.04	13.43	12.55	12.22	     	11.29	     	 0.21	     	II
16.14	14.70	13.63	12.75	12.29	11.72	10.68	     	 0.47	-0.45	II
13.34	12.20	11.66	10.92	10.53	10.20	 9.40	     	 0.49	-1.11	II
15.45	13.32	12.03	10.68	10.14	 9.55	 8.84	 6.06	 1.36	-0.70	II
13.11	12.03	11.61	11.08	10.86	10.56	 9.77	 5.75	 0.51	-1.33	II
     	13.80	11.62	 9.76	 9.07	 8.32	 7.43	     	 2.71	-0.14	II
14.73	13.83	13.39	13.00	12.67	12.20	11.36	 8.47	 0.21	-0.94	II
 8.07	 6.70	 5.46	 5.10	 4.21	 2.28	     	     	 0.22	     	II
13.81	12.33	11.55	10.57	10.09	 9.61	 8.89	 6.17	 0.81	-0.90	II
14.61	12.48	11.27	10.08	 9.44	 8.81	 7.97	 5.34	 1.43	-0.42	II
     	     	 9.83	 8.70	 8.17	 7.77	 7.02	     	     	-0.93	II
11.94	10.93	10.42	 9.71	 9.43	 9.11	 8.64	 6.34	 0.30	-1.61	II
15.07	14.34	13.91	13.69	13.37	     	     	     	 0.00	     	II
11.92	10.59	 9.74	 8.43	 7.95	 7.44	 6.73	 3.26	 0.52	-0.88	II
12.85	11.88	11.27	10.45	 9.96	 9.75	 9.10	     	 0.15	-1.35	II
16.15	13.85	12.29	10.48	 9.83	 9.29	 8.48	 5.75	 1.39	-0.55	II
10.39	 9.57	 9.10	 8.28	 7.93	 7.48	 6.74	 4.18	 0.04	-1.06	II
15.58	14.87	14.46	13.79	13.49	13.14	12.50	     	 0.00	-1.35	II
13.46	12.35	11.83	11.32	10.86	10.15	 8.91	 4.65	 0.47	-0.03	II
14.32	13.63	13.21	12.36	11.92	11.74	     	     	 0.00	     	II
14.41	12.87	11.86	10.74	10.26	 9.99	 9.34	 6.25	 0.70	-1.28	II
12.93	11.90	11.25	10.45	 9.91	 9.55	 8.83	 5.79	 0.20	-1.01	II
12.53	11.66	11.36	11.03	10.76	10.52	 9.89	     	 0.26	-1.54	II
     	     	     	12.92	12.41	11.57	10.65	     	     	-0.17	II
15.19	14.06	13.26	12.37	11.71	11.33	10.47	 6.76	 0.23	-0.72	II
15.76	14.69	13.87	12.65	12.44	12.12	11.53	 8.86	 0.11	-1.54	II
14.37	12.81	11.91	10.68	10.17	 9.62	 8.75	 5.91	 0.83	-0.62	II
14.34	13.29	12.83	12.36	12.11	11.79	11.07	 8.14	 0.42	-1.36	II
15.57	14.57	14.01	13.14	12.76	12.24	11.52	 8.67	 0.25	-0.94	II
14.37	13.02	12.33	11.36	10.92	10.28	 9.13	 5.10	 0.66	-0.25	II
14.93	14.27	13.88	13.52	13.23	12.88	12.07	 9.34	 0.00	-1.17	II
16.68	15.84	14.99	14.03	13.46	12.80	11.34	 7.42	 0.00	 0.23	II
     	     	     	14.73	14.09	13.44	12.75	     	     	-0.55	II
13.71	12.89	12.68	12.40	12.32	12.21	11.68	 8.29	 0.23	-2.02	II*
13.39	12.32	11.74	11.29	11.20	11.17	11.09	 6.10	 0.33	-2.62	II*
14.76	14.48	14.14	14.06	14.02	14.03	     	 9.85	 0.00	     	I*
16.07	13.27	11.04	 8.50	 7.04	 5.90	 4.64	     	 1.56	 1.56	I
15.05	13.80	13.14	11.25	10.41	 9.66	 8.68	 4.91	 0.55	 0.10	I
     	     	     	14.10	13.26	12.45	11.55	 7.96	     	 0.08	I
13.01	12.01	11.49	10.89	10.47	10.07	 9.35	 5.40	 0.28	-1.08	II
11.57	10.72	10.13	 9.16	 8.64	 8.05	 7.05	 4.77	 0.00	-0.41	II
13.64	12.88	12.48	12.01	11.84	11.62	11.05	 9.28	 0.01	-1.74	II
10.89	 9.92	 9.38	 8.67	 8.39	 8.03	 7.39	 4.53	 0.20	-1.36	II
16.08	15.11	14.47	13.64	13.26	12.84	12.16	 9.89	 0.13	-1.14	II
12.45	11.73	11.30	10.72	10.38	10.01	 9.41	 7.09	 0.00	-1.33	II
13.06	12.06	11.44	10.70	10.41	 9.97	 9.53	 7.17	 0.19	-1.46	II
     	     	14.76	14.49	14.14	13.98	13.12	     	     	-1.32	II
11.66	10.12	 9.07	 7.98	 7.48	 7.16	 6.47	 3.58	 0.65	-1.15	II
12.60	10.35	 8.67	 7.24	 6.56	 6.04	 5.17	 1.51	 1.19	-0.49	II
10.44	 9.21	 8.24	 7.11	 6.70	 6.22	 5.57	 3.36	 0.23	-1.06	II
13.80	11.42	10.00	 8.59	 8.03	 7.41	 6.64	 3.42	 1.65	-0.58	II
11.95	10.74	10.05	 9.56	 8.96	 8.48	 7.48	 4.03	 0.46	-0.48	II
13.53	12.54	11.82	10.84	10.32	 9.85	 9.15	 6.78	 0.09	-0.91	II
 9.47	 7.79	 6.46	 5.31	 4.63	 3.77	 2.96	     	 0.61	-0.10	II
11.30	10.00	 9.25	 8.57	 8.14	 7.62	 6.79	 3.80	 0.53	-0.78	II
13.78	11.30	 9.67	 7.94	 7.20	 6.82	 5.96	 2.22	 1.59	-0.64	II
 8.71	 7.21	 6.08	 5.45	 4.71	 3.72	 3.05	 0.37	 0.53	 0.00	II
16.65	14.88	13.77	12.77	12.06	11.59	10.90	 5.26	 0.96	-0.73	II
11.77	10.26	 9.44	 8.23	 7.56	 6.88	 6.00	 3.29	 0.82	-0.27	II
10.57	 9.64	 9.24	 8.72	 8.46	 8.13	 7.51	 4.72	 0.28	-1.44	II
 9.91	 8.96	 8.45	 7.75	 7.35	 6.83	 5.99	 3.55	 0.21	-0.80	II
16.42	15.44	14.67	13.70	13.30	12.74	12.08	 9.06	 0.02	-0.95	II
10.93	 9.44	 8.62	 8.01	 7.58	 7.06	 6.16	 2.34	 0.79	-0.71	II
11.26	10.45	10.04	 9.18	 8.63	 8.27	 7.31	 4.54	 0.09	-0.75	II
11.16	10.42	 9.91	 9.29	 8.91	 8.47	 7.86	 5.10	 0.00	-1.19	II
15.95	15.06	14.58	14.28	13.81	13.32	12.57	 7.36	 0.15	-0.87	II
15.46	14.66	14.00	13.36	12.98	12.67	12.18	10.08	 0.00	-1.50	II
10.96	10.18	 9.84	 9.39	 9.08	 8.75	 8.01	 5.20	 0.11	-1.26	II
 9.28	 8.52	 8.00	 7.26	 6.79	 6.34	 5.29	 3.48	 0.00	-0.59	II
 8.29	 7.46	 6.85	 5.96	 5.63	 5.27	 4.50	 1.21	 0.00	-1.17	II
10.91	 9.85	 9.13	 8.26	 7.75	 7.42	 6.45	 2.71	 0.18	-0.81	II
 5.44	 4.51	     	 5.19	 4.38	 3.65	 3.41	 2.39	     	-0.77	II
11.86	11.11	10.80	10.09	 9.76	 9.42	 8.84	 6.00	 0.07	-1.40	II
     	     	     	14.42	13.13	12.49	12.61	 5.92	     	-0.82	I*
14.56	13.65	12.58	10.55	 9.63	 8.81	 7.38	 3.25	 0.00	 0.76	I
     	16.12	14.45	12.65	11.90	11.23	10.69	 7.06	 1.30	-0.58	II
12.15	11.45	11.07	10.49	10.26	 9.86	 9.23	 6.61	 0.00	-1.37	II
16.40	15.06	14.25	13.42	13.05	12.52	11.59	 8.08	 0.55	-0.71	II
10.03	 8.53	 7.67	 6.85	 6.57	 6.30	 5.75	 3.96	 0.76	-1.58	II
10.13	 9.35	 8.96	 7.73	 7.33	 6.97	 6.35	 4.07	 0.05	-1.26	II
15.21	14.21	13.13	11.91	11.31	10.76	10.19	 7.50	 0.00	-0.87	II
11.24	10.55	10.22	 9.84	 9.64	 9.25	 8.61	 5.84	 0.00	-1.39	II
 9.53	 8.65	 8.01	 7.01	 6.47	 5.96	 4.97	 1.92	 0.00	-0.51	II
11.03	10.29	10.03	 9.76	 9.51	 9.21	 8.50	 6.87	 0.11	-1.39	II
11.93	11.21	10.75	10.08	 9.73	 9.48	 8.80	 6.11	 0.00	-1.40	II
10.98	10.35	 9.91	 9.29	 8.93	 8.55	 7.67	 4.49	 0.00	-0.99	II
10.40	 9.72	 9.39	 9.08	 8.84	 8.71	 8.31	 6.28	 0.00	-1.98	II
11.67	11.00	10.65	10.05	 9.75	 9.45	 8.75	 5.36	 0.00	-1.36	II
15.63	14.48	13.88	13.11	12.64	     	     	     	 0.46	     	II
11.65	10.66	10.15	 9.14	 8.63	 8.17	 7.50	 5.56	 0.28	-0.96	II
     	     	     	 9.89	 9.66	 9.33	 8.67	 5.55	     	-1.43	II
     	     	     	12.93	12.30	11.50	10.77	 6.65	     	-0.31	II
11.45	10.17	 9.54	 9.04	 8.61	 8.04	 6.90	 3.92	 0.63	-0.37	II
10.97	10.22	 9.75	 8.96	 8.58	 8.22	 7.46	 4.14	 0.00	-1.12	II
11.33	10.28	 9.80	 9.22	 8.91	 8.53	 7.91	 5.14	 0.38	-1.32	II
14.97	13.44	12.52	11.52	11.14	10.69	10.29	     	 0.76	-1.40	II
12.47	11.72	11.26	10.65	10.30	 9.84	 8.82	 5.21	 0.00	-0.73	II
13.90	13.29	12.84	12.17	11.78	11.33	10.54	 7.64	 0.00	-0.96	II
     	     	     	14.86	14.48	14.17	13.67	     	     	-1.49	II
10.41	 9.70	 9.32	 8.52	 8.07	 7.61	 6.81	 3.30	 0.00	-0.89	II
16.26	15.50	14.89	14.12	13.89	13.41	12.97	     	 0.00	-1.46	II
10.68	 9.84	 9.42	 8.92	 8.58	 8.29	 7.71	 4.80	 0.11	-1.46	II
10.46	 9.35	 8.69	 7.59	 7.12	 6.72	 6.01	 3.14	 0.31	-1.04	II
13.01	12.39	11.99	11.46	11.18	10.83	 9.93	 7.03	 0.00	-1.08	II
12.20	11.15	10.52	 9.94	 9.77	 9.43	 8.92	 6.26	 0.28	-1.63	II
     	     	     	12.13	11.98	11.63	10.72	 7.75	     	-1.20	II*
11.38	10.62	10.23	 9.74	 9.59	 9.06	 8.38	 5.08	 0.02	-1.20	II*
11.25	10.62	10.31	10.02	 9.88	 9.86	 9.68	 7.18	 0.00	-2.47	II*
15.46	14.26	13.31	12.50	11.95	11.80	11.62	 6.36	 0.19	-1.89	II*
11.00	10.29	 9.96	 9.37	 9.18	 9.03	 8.62	 4.46	 0.02	-1.99	II*
11.33	10.65	10.45	10.10	 9.98	 9.72	 9.35	 7.06	 0.08	-1.95	II*
10.01	 9.20	 8.84	 8.25	 8.13	 7.89	 7.35	 4.67	 0.12	-1.79	II*
     	15.46	12.25	 9.52	 8.34	 7.20	 6.17	 2.96	 3.62	 1.02	I
14.71	11.47	 8.84	 6.29	 4.91	 3.76	 2.69	     	 1.89	 1.27	I
     	     	     	10.39	 9.47	 8.72	 8.11	     	     	-0.23	I
15.05	12.25	10.22	 7.49	 6.64	 5.82	 5.04	 1.67	 1.75	-0.01	I
     	15.29	13.34	11.29	10.22	 9.37	 8.43	 3.11	 0.97	 0.42	I
     	     	     	13.95	12.21	11.37	10.98	 4.10	     	 0.45	I
     	     	     	12.35	10.46	 9.38	 8.81	     	     	 1.12	I
     	     	     	14.03	13.05	12.13	11.06	 7.08	     	 0.57	I
16.82	16.01	14.76	14.04	12.70	11.50	10.99	 6.16	 0.00	 0.69	I
     	15.71	12.34	 9.96	 9.12	 8.27	 7.35	     	 5.08	 0.17	I
16.76	13.76	11.60	 7.73	 6.02	 4.69	 3.78	     	 1.94	 1.67	I
     	     	     	13.99	12.73	12.01	11.82	     	     	-0.40	I
     	     	     	15.77	14.23	13.37	13.00	     	     	 0.25	I
     	     	15.13	 8.37	 6.56	 4.90	 3.34	     	     	 2.93	I
     	     	     	14.86	13.57	12.48	11.47	     	     	 1.04	I
     	     	14.44	11.71	10.62	 9.67	 8.45	 3.19	     	 0.87	I
     	14.30	10.97	 7.55	 6.59	 5.86	 4.96	 1.45	 4.59	 0.09	I
     	     	     	15.61	14.14	13.37	12.83	     	     	 0.26	I
     	     	     	14.88	13.96	13.12	12.61	     	     	-0.22	I
     	14.42	11.58	 8.52	 7.54	 6.68	 6.04	 2.28	 3.36	 0.01	I
     	15.54	12.23	 9.53	 8.57	 7.81	 6.99	 3.55	 4.58	 0.05	I
     	15.38	10.83	 6.98	 5.78	 4.99	 4.10	 0.51	 6.75	 0.41	I
     	     	13.68	 9.39	 8.00	 6.94	 6.28	 1.82	     	 0.71	I
     	15.18	12.66	10.64	 9.85	 9.14	 8.32	 4.46	 3.20	-0.18	I
     	13.52	 9.75	 6.71	 5.48	 4.57	 3.80	     	 4.80	 0.46	I
     	13.68	10.38	 6.42	 5.04	 3.86	 2.69	     	 3.20	 1.42	I
16.72	12.64	 9.84	 7.94	 6.95	 6.22	 5.52	 1.50	 3.07	-0.09	I
     	     	14.86	10.75	 9.15	 7.93	 6.73	 3.40	     	 1.73	I
10.57	 8.82	 7.58	 5.85	 5.15	 3.82	     	     	 0.82	     	I
     	     	     	13.61	12.38	11.45	10.94	 7.36	     	 0.20	I
16.54	13.91	12.29	10.71	 9.66	 8.78	 7.79	 3.24	 1.86	 0.48	I
     	14.54	12.46	 9.86	 8.89	 8.12	 7.35	 3.84	 1.58	 0.01	I
14.68	11.19	 8.71	 7.02	 6.08	 5.33	 4.69	 0.70	 2.43	-0.18	I
     	14.88	13.18	11.89	11.41	11.26	     	     	 2.23	     	II
14.43	12.44	11.25	 9.87	 9.46	 9.00	 8.45	 5.75	 1.23	-1.19	II
 8.09	 6.86	 6.23	 5.94	 5.76	 5.53	 5.14	     	 0.54	-1.91	II
15.79	13.41	12.19	11.12	10.70	10.32	 9.51	 6.39	 1.83	-1.01	II
15.35	12.38	10.64	 8.69	 8.06	 7.53	 6.82	 4.12	 2.29	-0.71	II
13.36	11.81	10.97	10.12	 9.78	 9.26	     	     	 0.86	     	II
14.37	10.85	 8.48	 7.45	 6.72	 6.03	 5.10	 2.49	 2.57	-0.14	II
11.03	 9.13	 8.20	 6.75	 6.44	 6.22	 5.60	 2.56	 1.34	-1.55	II
15.00	12.88	11.68	10.72	10.33	 9.99	 9.50	 6.35	 1.43	-1.44	II
     	15.00	13.56	12.21	11.64	11.11	     	     	 1.29	     	II
14.84	13.20	12.14	11.08	10.54	10.00	 8.94	     	 0.81	-0.39	II
